DAY,address,amount
2024-06-30,mtc1qxaeft206n3kq280s6atxt3y63fftv3ucslnc4xz,729.07505737
2024-06-30,mtc1qyhw8lhrul8c4u0nlg65s39wd88d3daqvcp9knaf,2915.54878290
2024-06-30,mtc1q9hwczdf8euk2dm7upd8wpws22lwhx2ct59vu2wm,7432.50124187
2024-06-30,mtc1q9hectmmzhj3mrkplnxp5ycp3h45vvvz0qpq56tr,13363.77738607
2024-06-30,mtc1qy5phtcehw95pr5egk9a0828zxx3dz3rfccetgd7,44799.51294116
2024-06-30,mtc1q9hx3qxadj3rk5f366lm684m6cwlk7ptz595y5cm,45141.45200000
2024-06-30,mtc1qymxs940wcp5g3vp9yzez3w7atuwv4p8056frzdk,696.75113877
2024-06-30,mtc1qygrcftvyhcq478x99ry8jv4kapy2dw8gy2qzxqp,4440.91334757
2024-06-30,mtc1q8v0295zkeqdmd4386rycld8ystqvzwdfsusfs0s,6714.31740261
2024-06-30,mtc1q8vmt7es4232v8mu9qfysp7lxekzuj3dlyufhuh7,9131.58514245
2024-06-30,mtc1qy380fgh6qpl7r4dz0uq4nrpeqxhxznlty5gvfxt,2744.93170863
2024-06-30,mtc1q9p894cljztd9fr9ukn05cxgmu4zvgk855sceuu8,3227.25573770
2024-06-30,mtc1q8uy8gnzw2gj9gaxluyym8dysj5t4q5rggu2xmxu,37130.28035787
2024-06-30,mtc1q99tanmj342qqlqzr4a42asnn87ug3642ufdqvsw,917.31844994
2024-06-30,mtc1q9chlx2mpsgxkcyk6e3awhyefheyxpqs6supq8yw,21777.30116555
2024-06-30,mtc1q9nlduuhm8gdzsysgns6crw2r2a3l6k62sd8sw5y,7357.28378041
2024-06-30,mtc1q8gthp4c6j2qlqn8l6jhwk0yymvmaqcv85r7ffrq,4422.60081179
2024-06-30,mtc1qx2kly2z0tz7x0fswqkhux9wh73ypq8y4gljfp83,5475.78301676
2024-06-30,mtc1q8jsvjex89adlu89750047vwzqzqkagtxv3vw2sr,448.11175790
2024-06-30,mtc1qxr2cjxtmucckm5rc2mvgm6mu3czxqekwgw33qq0,12150.50045871
2024-06-30,mtc1qxm6cw94kjamhqzwtme06csqz2gfvfffk5knlsvl,13485.28398215
2024-06-30,mtc1qxtmcc984qgs9aah8hvvha6ap0y3mgk7juv6fgm9,2905.34259713
2024-06-30,mtc1qxslhgysk6d3t0f7e9neqf5kggpmsynkqcjcdtms,1369.25456626
2024-06-30,mtc1qyq0tuhznjqtvp7nx9tsq295gsf63esv8ukyfnz8,3657.90462012
2024-06-30,mtc1qyyyelzs3umexvzys75eakh26staqrwuw55uq007,13586.33863974
2024-06-30,mtc1qywyu3ms8efe73k3fns7jp5yqx4qr684u5s8smfs,235.61603079
2024-06-30,mtc1qxf0lxzrmhal4thsdk9nmnfnk5kx4j45vcgcaya2,56483.74394417
2024-06-30,mtc1qxjzjk8w7uvtyvlt65sq2yjnr6cw0nny9yajzu0q,6178.45745011
2024-06-30,mtc1q8ppvv5386k94mfh850ufytdyefp74vlx5es36fn,11203.81290921
2024-06-30,mtc1q9fj0v5nd3yh70zrtvumns4e5aqd8t78jss0f4cu,11256.20792028
2024-06-30,mtc1qxarxek3myahs6jp5w7m8de3q56q0gcjavnt7sz7,15152.88632623
2024-06-30,mtc1qx248mwkvw4wy2c6ca2pjepawcwe2tx69yrs4fuv,24793.25253090
2024-06-30,mtc1qxhsggx3xpk6xx9wch70lkwfrelej4ya6gsqermy,41337.16917084
2024-06-30,mtc1q9rmj3sg6a6l865v7a3we0zmjs5jh9vpqgzhzutu,1710.20734062
2024-06-30,mtc1q86dn77k4g2c4zcz6sevfyrcca9l3r5r45nzlp7e,1137.90026132
2024-06-30,mtc1q8fsc3mdzqhh70m70u5ghlhvkgccpnx6rucrg6n2,1585.56191162
2024-06-30,mtc1q9fh7y0sy2849tdenecr3s5mm2el4amesg26zkcv,1631.77527651
2024-06-30,mtc1q9wp7s57w3hzjdzzmavwjryuhesvlnhsmv4a9w9u,1813.27893474
2024-06-30,mtc1q82dlknj3w0jswdre7wa072yugsustsd6gkhc44s,6050.23720157
2024-06-30,mtc1qxceayhhzn05zr0qw5ved0yx7wy6047z5ugqwa5g,78002.83373261
2024-06-30,mtc1qxyu0atgwp44kkxddhfxkf2phuxk2eq4sv04q3gt,278.41202887
2024-06-30,mtc1qxut96hmvzx5e9tcap9h7p5mgw5ndq90uvswjvuc,1361.33219372
2024-06-30,mtc1qy6654qrwxuk02rut0jx0laexq9wc4dtvvnxqf6j,2922.39863972
