DAY,address,amount
2024-06-23,mtc1qy8c35rhtqkhqjdwddjf0l8zcafwt5xh2y8lcjv5,5306.09670502
2024-06-23,mtc1q89xkhrrx2jrrskwzgvhm23vugr749r7ectsmyma,103512.72856000
2024-06-23,mtc1q9ywltzpszu6fntsh5h5f6jchuc24vyqsqzgn42e,236.47932925
2024-06-23,mtc1qy2z5wr3yr26typq9dw9kg66f5yux7wluyclyvt9,2834.41125638
2024-06-23,mtc1qxrk9kg27kwu57sy37z2f63vljqjmjuauyqal2h9,5166.85179023
2024-06-23,mtc1qx4u6rjtd9nmrxnrl80u39p79xk2tsecmcrl0v2y,14638.77230088
2024-06-23,mtc1qxdnfp0583edvqf8hdvcfst39frrsl9zhyj8nrxm,308008.73715330
2024-06-23,mtc1qx5ewehkse09c2wexegera3rsy6zse3w7ywng55v,125.83084298
2024-06-23,mtc1qxe5s6uag8p6lwdxuq30my2gwdl7efy0zv0uwzvd,2454.85254355
2024-06-23,mtc1q9n4ty00ea0euehftl2jpc7ye50teudr6sk7637x,6106.46651932
2024-06-23,mtc1q809ep6hws22h6vcq43ft7wd9qpjr946hvf3xjnw,2053.56666680
2024-06-23,mtc1qygrcftvyhcq478x99ry8jv4kapy2dw8gy2qzxqp,4358.46291835
2024-06-23,mtc1q8ug72cdlplnzk0tu5zuqar24yp984sw9vrvpsuc,542.14928604
2024-06-23,mtc1qyqde9nm0y9whq0z65zlzswx5xu42jkcgu2d3xz6,1170.87117077
2024-06-23,mtc1q8ayy39v265taqa4sdypq84e44g7cfp7vuxfyym8,17080.19549343
2024-06-23,mtc1qxk9an6tm33fq3ra3tqy924jgwcfl64a2su0y7us,46328.58804044
2024-06-23,mtc1q8n6v2k59w0crrcn4xhlpd9hr6s7rp7y756qt3je,279490.60255160
2024-06-23,mtc1q8jyg2gngaa2xu2ytxe8apee87czrq7qrq2k0pq6,431.05100291
2024-06-23,mtc1q9lw5z5jggyjr6za2xl9qdy4td4unqf9uuhnxull,11665.40293236
2024-06-23,mtc1qxwg6sm360er3vkdyalvs5kr7n9mfzeca50c8cp5,6198.89374164
2024-06-23,mtc1q8zw95nc8qcx2j77lq5hpxnucf292al97ucjsd38,8634.83989408
2024-06-23,mtc1qxjddah0aqtazt32evlnpkmgtu825eqa7sq3uspm,12463.15006159
2024-06-23,mtc1q9sg6hqae25wku4kuvphnpuftcx7rqgxzqsgx5xn,307352.34644138
2024-06-23,mtc1q8j7dmzj6syyfw7cat6wwe9x0vzxw3vd7q59eyqk,426.52408245
2024-06-23,mtc1qxweju75tlks8hrm7w3dafes6p92h3l5xup0dfm4,2999.05398050
2024-06-23,mtc1qxarxek3myahs6jp5w7m8de3q56q0gcjavnt7sz7,14797.61104151
2024-06-23,mtc1qxwqfy5eqzukwlrkn5fqkkl2hdwzsn4awsgw75y0,1077.28968271
2024-06-23,mtc1q8gewp6tkj2zuuavx6k5fv2lwnc6pnqtsgluxylq,4036.66236959
2024-06-23,mtc1q985mml0j8p7gvd4dh7ujrg4dzsjsrt2a5dfhwjn,2055.85606667
2024-06-23,mtc1qxutwsuhgx7gv4qj8zf5unpd0yqjv0tjcqr796zp,66320.02973935
2024-06-23,mtc1q9wf9x6gm08njp66yljjwrm4tvppzgkz4snhtyh0,268426.03693854
2024-06-23,mtc1q8at4xzv869cap7yvm34z26wl03c4evkrszvtjla,227.30506060
2024-06-23,mtc1qyufnq7f33a689f8pu0y825rhq8vqs5gvswkqxuf,1187.25242223
2024-06-23,mtc1qyqcgfadh0aq0zuyymzdv98zm7cvqa03cvyz8lpy,23263.91869374
2024-06-23,mtc1q8un7n7cpfal5twm2nf36vzkym9f9vua5grhthfc,72029.77198489
2024-06-23,mtc1q896nqwlhmgxrzezptzmvu00ne36azt0rcplddua,597.62169300
2024-06-23,mtc1q9rmj3sg6a6l865v7a3we0zmjs5jh9vpqgzhzutu,1682.60049704
2024-06-23,mtc1q8yaex9lwrv82jewject4mrnkfw0h23gvyevwxd6,842.18912623
2024-06-23,mtc1qyuzvtyqsdfvzh9pzuq8w6a9tqn3s0n3nuwttk7c,1356.39516059
2024-06-23,mtc1qxsz5r59sx80fcmxyyd2wc03p87a69avy5hjfy3e,2597.13449547
2024-06-23,mtc1qx8mfmh2zyqgm9ulw20n33xh4rku4kntegykxvqz,7218.20195169
2024-06-23,mtc1qxw4cjntfkep3urkmctdvtxqznx0vl0qfgc05w3d,63035.89291295
2024-06-23,mtc1qyqcnnf6zv3dukfayx0xm8jyk2ycc483kvm6u5gf,255.67562332
2024-06-23,mtc1q9wwh9m09wjnvrf4fvsvghq2qznk237xzsuf5u03,284.85844391
2024-06-23,mtc1qxjnvnsu96nymrwamaat0xevr29htpmqxvs403qs,1350.24943368
2024-06-23,mtc1qx6knmszt29nmu3gf40qq0rsgnvn7gv77cfnje35,1409.11581573
2024-06-23,mtc1qy6qc3ten3fym5d0830l4cgzvqxszh2f65hqjav3,2147.66925401
2024-06-23,mtc1q8kkeg2ce6xgn3w25akcd5xfejnf54kpsvfsu80d,4321.73987563
