DAY,address,amount
2024-06-16,mtc1qxnl2n0mt0z7jdeqz6lav8r8gh8dqz7nggwfhpn2,2242.06480037
2024-06-16,mtc1q8lhhfcuh0q2ke395dar0vkk2zmfw6ej2ydk3t03,32002.25374692
2024-06-16,mtc1qxnz4rq2gr9puy3lgcpflgruvymp8d7uegx3h55g,977.31017942
2024-06-16,mtc1qxu0jyfz2p3rrer4wx8y28dqzlrgw8m2aq7qwgpv,1027.91578798
2024-06-16,mtc1qxhye02xkdayyumaerdax8a8z2fvy9w68uj506y0,1070.79276099
2024-06-16,mtc1qxcgr0xmnh43kdmdadastds4n9d40vq2pcy3prrz,1331.75263473
2024-06-16,mtc1q88cghfgg4ds29wscf6tp622crgkjewgv5lr2dnh,7347.72533662
2024-06-16,mtc1qy47gsqmqklxjeykngv5teg6qm5aedf225djn9tn,393.14238313
2024-06-16,mtc1q9w7a5qzfwul07reephsce4ev885r334fs8jlcwv,6569.12216027
2024-06-16,mtc1q8adv5w3u9dtgax8ds4rxmrvxkjv5tn0uqhnty3t,26739.33854577
2024-06-16,mtc1q86dstyy5fxp9xexre70afcmtnglpdkvf5fvaun9,313.42998242
2024-06-16,mtc1q9s54m9r7pyr2n4kszpw6ydvt7ejgkclrutfau9a,4795.37783111
2024-06-16,mtc1qytynutnf0d8x72kcdeaayehwuwduyf4rq0m3mnw,132391.30669406
2024-06-16,mtc1qxlsttgfl9s3w6vj64a0zquhvpy04d462gdvewgq,1001.98975203
2024-06-16,mtc1qxwymcve7cqvqz4qmnhs92kgazfzg6rfyvmwqhsz,10802.44310917
2024-06-16,mtc1qywzjn6r6wfzz3wug2qy6s828allt99c5y0kz5c5,628.00744315
2024-06-16,mtc1qxy48p2ax5gmfjdhqzfrph5vn66nlnde9veffavt,856.32843941
2024-06-16,mtc1q8d3p7vm9ksswxzedaqx09z3sftk3zelzcq3gh6j,40606.21700000
2024-06-16,mtc1qxz2zjrpgjamvtptajcp0jhpt9utvugwhsh533hh,48098.76374070
2024-06-16,mtc1qxm90etmkll6vr3f0v8u6zvtt252ghcs4s7t9den,120324.16945853
2024-06-16,mtc1q9x8epcvqq2vh0q0zxh20g7lqgyyusv0y5fm9vv7,517.13445034
2024-06-16,mtc1qxjshmkgzqj8skwhmg58sxvjx3ysxm5yac9gsama,5716.34290222
2024-06-16,mtc1q9f5x687jd9snjq3ptwhywdt6xy7csyk4cn08yux,158.78646639
2024-06-16,mtc1q9q8hzape8wau3as7drsm7fuxucha89kwcn70u5h,638.24646626
2024-06-16,mtc1q8cftgr7q7acqy9s6xyj2gz8vvcu8d86m52j6hfx,1232.42391164
2024-06-16,mtc1q9a2dvzetl23ape97x5k6q3asv5gk06nf5sm53pm,1669.76922571
2024-06-16,mtc1q922drvcrtw7w7rkrslvmptcxphp7uxmtv8eevkq,2641.05662817
2024-06-16,mtc1q93kh698rc6k7f85n25xmrxyu9j3j5spes7j359g,7774.28013241
2024-06-16,mtc1q8ewfs6csy8sez9kzekyt5cuky0ukfpe2cf6xf8c,8256.45320014
2024-06-16,mtc1qy9ycp0pcdwm2saevsvcyhpad2le9vj8rset4ksd,15012.10885327
2024-06-16,mtc1q97tpxl5u870k2cz4c06hhnk5kzf8rpnrcntt5u7,465.29693783
2024-06-16,mtc1qxzrd6fcmz8qmx7r5pjvqdd4mltthxjy8c6lrmxx,3367.66642576
2024-06-16,mtc1qxz2aum22msgt8k4f62p2ftsgu6dx3e46vc3jpt8,3420.29524684
2024-06-16,mtc1q8fesd6rk58qvmg8m2hgpjcghtpqtsypgst0r2hg,5949.97021612
2024-06-16,mtc1qympcjg3exz37czjndq5f7py0v2usfmp4ql7yhty,462120.63820725
2024-06-16,mtc1q96p309zgv9x4v9kmn9z3quc6l3ck70assss5v8d,1123.75282488
2024-06-16,mtc1qxv9t9n7qkaxrefgx2va2g9z6lduxlmamsq5yetc,1134.35503846
2024-06-16,mtc1qyvkqxrhva7vewufggwgyxwe5qemdvnf6yz8k0uy,4116.04785053
2024-06-16,mtc1q8g6aeqfwf6gcdcrmqy98skvre0ldmg4vqcpngdh,4673.38665649
2024-06-16,mtc1q8fcxmewgq6x50kaw3a6cxsphxr0hmccqyjkm6z6,5056.67535633
2024-06-16,mtc1qx48dwawgzj7v5mwt0yejey9v08k4uh2ju6dlw5r,57518.50925022
2024-06-16,mtc1qx9jgdw28sfe9y9pxl45ltlzsjqlmatyeut9nku4,843.95606351
2024-06-16,mtc1q9dp5z94hjcshxmrnetfnudhf05mzfgxwsk8pv8t,1249.83228611
2024-06-16,mtc1qy5qsnf848x0tsx44ek942tkpvpeqj065vj0xe3h,2517.31309567
2024-06-16,mtc1qx0rn0426stmx35qq2430a2l5ec92y4c6vetzwty,6425.66675932
2024-06-16,mtc1q90yfgev2kfs75mpwx988q4ypdvj60z4vq3zl5em,10550.47465287
2024-06-16,mtc1qxyredx6jpjkx4hg762835taduu60rt5hq0wc088,806934.01021921
2024-06-16,mtc1q88sdxvkmq4fv50umkjywyl02gmsf8s9tgv9hjh3,167.43599824
2024-06-16,mtc1qy5j8ft2z8rkwl7cec26wqkn3f8a8y8qyqc5j4qr,520.59081713
2024-06-16,mtc1q9fxkelclehxw06xumn0srqtuncyje890yml6tze,1089.02710666
2024-06-16,mtc1qy6tf4u3x847fnazuxsa2k5uw7q0yvdk5shjc358,1306.34533377
2024-06-16,mtc1qxym99d6t73rjzdd3me4kg932rk22q6xecdsfeuj,1956.16007684
2024-06-16,mtc1qya4fd7pncqe0hay0tfnn0qg09lwuuhjwgu73ajt,2537.32351876
2024-06-16,mtc1q8ugxns6mjsax8cszhxyqkagmqh3qrtafulpu6g2,12187.85613089
2024-06-16,mtc1qx5pwf9nzmn4u5prhvcx4lt995yvt2j09udmg0kn,80076.92680090
2024-06-16,mtc1q90uphevuxysrj395n0k5aamtax9l990cc2gcmvk,484786.43565273
2024-06-16,mtc1qydwh4w0ey6vfaen0ktpq2lxwv0frguvc5uazkd5,1604.04778862
2024-06-16,mtc1qx957kv98ul9f6yq9e47lvezdmytkl9f2qddlv80,5432.39866857
2024-06-16,mtc1qxnrujn402ku7nw9jdxmwvew7x5s8fn6vggu2sel,6688.96779869
2024-06-16,mtc1qxe0zsy0j5r7dpl8qxua0zxrck9d8mmefsuwmu3h,76125.98342486
2024-06-16,mtc1q8c3483lp7258q0ncxq3cd8y6uvq5sfe4gvkyaln,91900.86143947
2024-06-16,mtc1q8u56424t5q8dd08yqcaspgdmsv8syc3pct0dvap,144.59441294
2024-06-16,mtc1q8ujp0rs8hraca4r6lkeuzxjpqsr3yuah5ch4yq4,792.13800834
2024-06-16,mtc1qylteyfhq6dguyr7teqyhkuz2jlxypxyn5rkjwd7,1609.19069200
2024-06-16,mtc1q8v8m0ysjvrncqfcc82fmlyvp47tejwh8s8378dz,751388.70912433
2024-06-16,mtc1q88akt4y9tnrxnz5he3gwjl54pgxssvw8u37t3j2,192.31917604
2024-06-16,mtc1qxe5s6uag8p6lwdxuq30my2gwdl7efy0zv0uwzvd,2412.84615437
2024-06-16,mtc1qyxr68cvekur6tasuqwtdmnsas5z97wvdyzwnu56,2632.68931236
2024-06-16,mtc1qxjdcy7xq7f5v73rla6xy4j8ct3tu3akwswvcs5j,2736.08610021
2024-06-16,mtc1qxr8reqftyeaejhyta0vrsuq8wphja8gwujv2sh5,5086.27730025
2024-06-16,mtc1qxaym0r2q3ltptwuvvdjvs3tqk3y6w3y5sweav68,65726.01350012
2024-06-16,mtc1qx3d2e4qrpacxx265ke53a4u7z6g9awj5s32vjjk,8833.98477608
2024-06-16,mtc1q9es4fxn84ujh08py8c095x68ws9fgw4tvmkakeu,249.83788161
2024-06-16,mtc1q8a7j5etda6qcrx5k7nsxdjwem49g6y3fvrux4gr,276.97495668
2024-06-16,mtc1qyysuz0aea00s9qgqzqqgrnesph7t9yhmg20e2hj,1946.64280697
2024-06-16,mtc1qyg26wyvwhdjxcpgcjkh2txuj8msp4cj6vrqlzt3,8851.73158949
2024-06-16,mtc1q9f892sajrva50vcfq6fdx8jljcdl28c0ycyr2k0,173419.75958081
2024-06-16,mtc1q836kklh5386xfuy9he3wtm5tcs4jgd28qdwphy8,1167.51868154
2024-06-16,mtc1q95m8jjs0zpklerygrg9nzct3mtmvdv0msnc676z,8675.51340884
2024-06-16,mtc1q8ug72cdlplnzk0tu5zuqar24yp984sw9vrvpsuc,532.39858416
2024-06-16,mtc1qy5ly4leswv95s7002qp6vkxjh884tef2yhqcgwk,671.35950783
2024-06-16,mtc1qx6uay3eatsl5trd8rhan05ta5atmpaedcdre92u,80850.25064249
2024-06-16,mtc1q9tzcvy9kwmvyhmj3aujn87qr3ywhta7qsz8e97p,2456.53304541
2024-06-16,mtc1qynh5cf022ne2nx3x9yjaqm40ndfh9t29gqgmvld,328.71574784
2024-06-16,mtc1qx30yz5l0uygfwvvvashr7r05v8x7w85wswahuql,500.75177537
2024-06-16,mtc1qxsrtnzfhsz537j7cz97swqy6a5957fj4vpzxnsx,649.19062414
2024-06-16,mtc1q8m79k4z2kh2tu7jua3940qs6t5fu9szquylmrg0,4306.95205847
2024-06-16,mtc1qyle2vygnr79pufd3a3fajd3x4tjz38phspt9nh4,8571.96084383
2024-06-16,mtc1qxr2cjxtmucckm5rc2mvgm6mu3czxqekwgw33qq0,11970.89984972
2024-06-16,mtc1qy975f3xxz54n0tg785v6jes3z8r3p4l5sh3p433,63888.41856609
2024-06-16,mtc1qxna2shh35rv5at9dqnaa8y8panjwxtnpyyallta,31819.90662747
2024-06-16,mtc1qymhr09dv4ahfpxaeuxt5yv0wwjup5jtpu4ve67n,521.75147852
2024-06-16,mtc1q85jcqhtx5g89ylm6sh5c3c9dy6pmfdv7qgprf8l,1587.77889284
2024-06-16,mtc1qxy083mf7d8un2lu0u500040x2eyqa0fwsr5055f,6212.53973828
2024-06-16,mtc1qxm0g95gdu95ukdptg2nzf4yh650nnqsequadyme,982.15077453
2024-06-16,mtc1q8d09lj8gpux8t5c47f2xtjhw9zudekwp5s49l5a,29446.36659251
2024-06-16,mtc1q8un7n7cpfal5twm2nf36vzkym9f9vua5grhthfc,71045.13720309
2024-06-16,mtc1q9h7k8kcnht860qhwzd3a84zxd384ncea56cdazr,108451.05086957
2024-06-16,mtc1qx6gay2cl8qpvzdvnvwrscwchnp88q8v8qvxxrg8,2906.90958526
2024-06-16,mtc1q85ywnjuud6e8qhupjg7amq5470znv4mzqsg6hc8,4416.10736602
2024-06-16,mtc1qx2qj88a4wqxlmxg6rr33f28ntrcndkmr50ndrax,31372.61650463
2024-06-16,mtc1q94fqametmndk23j5hhn5w5yrw7nls8aws3zn6u6,47089.05333251
2024-06-16,mtc1qyrhcdq3sxpu8fpqldwqwd88p9a9xhfr258k4jnd,290.69728393
2024-06-16,mtc1qxhs5hsq42zv30dnr6y0zs9s0ltr6qpnng5jpesz,3977.18464852
2024-06-16,mtc1qys259lx8uc500y09qx7ke9l530w3xrqyqu9kpwd,5272.70374268
2024-06-16,mtc1q9pk58xgh2s0x3cpxrdlzuuqnka98972eqkfsuax,2568.49957158
2024-06-16,mtc1qyve0s46lkh5t6974clrldma4zjc0xaggcdm4lwm,36485.79290112
2024-06-16,mtc1qyw7pjqcfr2mc3yxexnsjxratq6uqqjagcy7ua5k,706.38208877
2024-06-16,mtc1q8lwaw3kl3094vnunejzjt2ullz4y4f82sxqjky7,3212.67418500
2024-06-16,mtc1qyqnkc7chw0ldc62mnmxzlze66huuz5yh52kzyzw,8146.76802512
2024-06-16,mtc1qyzwe55zef6rakl5zup50tnnrdln5hakhuxtee46,9652.30697646
2024-06-16,mtc1q98z4mesk7ptl5zztxxq4zc0sdap0t7s4y0ylxwv,1098.86494877
2024-06-16,mtc1qxvu02pq0kkvtp225y2u7rvm05y63j5ygc4z55uy,2136.34646992
2024-06-16,mtc1qyyc8yrqad3s0vngy0flw56x4zmjwagjugaaay2v,4177.60340363
2024-06-16,mtc1qx3hgsktjn280q05zltxdejkxq8f5m4wycn7jwve,8797.83515276
2024-06-16,mtc1qyf4c3nzjezjvhtue6246qce3fykwzjfpqnczx0t,99205.18545030
2024-06-16,mtc1qygpkdvvcqs9pfzuseutq7ndjzzugrzn4swaf2mk,322.12395476
2024-06-16,mtc1q8jf8udenepv3jd4hpkthr0ghaargc06y5czxwcc,4162.15661251
2024-06-16,mtc1qx04h22aha3lahk3m6vynqelnfpvd6rkhv28gfff,151309.92637401
2024-06-16,mtc1qxp7t8qwa80km5nnpa30qst9u6qv3849luk8h52p,314.85241590
2024-06-16,mtc1q9jawp2cuwgjdn3yez7hcecf4qenn99wpgy6ja74,1077.25872517
2024-06-16,mtc1qyajth4v3z2lz3nhrcn0ucnney0x7n8g5sas5q8g,13464.07247865
2024-06-16,mtc1q89xkhrrx2jrrskwzgvhm23vugr749r7ectsmyma,101896.72856000
2024-06-16,mtc1q89fstxhcc4sdnzdh332af4laylj4yp6hcuvjwzk,851.20884623
2024-06-16,mtc1q8punpuw38jyjee3fj87flctk3l45vm70uhnkavp,9070.00000000
2024-06-16,mtc1q9hectmmzhj3mrkplnxp5ycp3h45vvvz0qpq56tr,13196.75272913
2024-06-16,mtc1qxs2rpyd3kgadlma28yks5gwdqqndz5qdvl5tdt5,956.17852422
2024-06-16,mtc1q9xs9twnt8k6hzuck6tzhze3wrhnft52zsd27mrx,1709.92899513
2024-06-16,mtc1qxvfk4stqlplq8repnql64qwjv2q2clm0up07n9v,2899.08789005
2024-06-16,mtc1q8lzycuqplu79h2yccj6dqxtvfz2nsh60s7tplwz,5131.44062904
2024-06-16,mtc1qyp0tkd6vnw8qg3dte3hurnudnyhwc3jdcmwpm2w,8664.84156393
2024-06-16,mtc1qyxqva7u4crds8uc5h2ed25nx60c7tzqs5jcfx04,44449.00170195
2024-06-16,mtc1qxz924q0telknvmscz6qcsjsp0kg565fcgy75dtm,102196.55463880
2024-06-16,mtc1qxtev6pdmrrrh93tzwyq75wtu67tzlpvwgs374f0,502.13788518
2024-06-16,mtc1qxl6d3z3vmgvl07knvk4kws5q2u9zf7zeup8nnvl,852.79833901
2024-06-16,mtc1q8ewr6zndyqxafuflkz4vpln5y38q33e9cfyrm0w,891.78553011
2024-06-16,mtc1q9cpflfw7yj7cp8v3kxhefhe2qmhv4ta9vfnjjkk,6367.41979272
2024-06-16,mtc1qycvvfhxpzws9p4yp90j06m8z4uxmyuax5q7zgcd,6682.39804392
