address,atomiq_tokens
mtc1q8llc4v03clfxy3l6f6lfkpnxemkt4sxnqny0eyl,4268.9591200412
mtc1q9fvvtlxnwwsnw6kvv8gc3pvgg0jryyww5p8v0nv,4266.2048245295
mtc1q9chlx2mpsgxkcyk6e3awhyefheyxpqs6supq8yw,4170.0865011093
mtc1qxkz4zww0a576jvqathmwxfwavyx60ygpuzkh59s,4160.1074501966
mtc1q8g4sc7wznghqhw8e24lfsx4y430qv8z2y58xsac,4147.87667363
mtc1q8ce4gw3mt9wjyc8zaxv6xtzj42umftw9uv2e8za,4111.355328703
mtc1qytsdydhd0dkv37m0qny5qxfp6qp2vn6gq88n3w7,4101.8019207168
mtc1q8y0qsjfazgrqy3my7j2zrz92cf269rc5sc3qa6t,4083.6381217686
mtc1qykj28m9v28qz4zkfm6yrutkt0eagmfg4ga0jnmn,4078.1905917994
mtc1qygkj5feztqhc6yewvxvv24mm5wr8fe96vd9upuu,4051.5201570797
mtc1qxxatn7j3tjlw0h55fmpsuds34ghf6k0sy8p6hrk,4037.2642900624
mtc1qymg4cw54cs48p9xvxxjx7crqyhc6n5dzvclsm68,4029.279218279
mtc1qxvutl2ufg9edxk4x6aq2jjl9kalejk4gvr23jyt,4027.6737656175
mtc1q8u5cylr47te386hly0e5gzglf03kmp0gqjj4ke2,4018.411112116
mtc1qxsxzkndfypqmyznfnp5twuweq428u5nhv2406gf,4011.3321700385
mtc1q8enxwvvuhrya9xh3agr6axtj45pvce0m5jh7anj,3962.9322265103
mtc1qyjdwanwc4ythqm2dtygdmak73e55txq25933m7w,3941.5026912482
mtc1q88yg8t6rp88957lcwrx4gljlk7hs8273sq5d9zg,3918.5004750751
mtc1qx2c9p9xne6xtptvxlrmx3rxmrllj6hsnv89097j,3910.2513547344
mtc1qxwtkkg20lsyzlgxrxfnmn3zyr2cd8trqym3hnvt,3909.8681291154
mtc1qxwu6pphhaqkga6scccr8qa0qpp4z6ygpvhzdyst,3902.1836739676
mtc1qyc3lsdgj98ec3xz2w6c7sp632m8y78gnsssdj3p,3899.2904789691
mtc1qyzpgs5t2zfsg2z4gl9vhxfcqxc9ds6zdgxycu2v,3829.7883014131
mtc1qywtvl5kaqchw69czl264xl035l7wzpxe5vgy08a,3812.8491272842
mtc1qy6nfuqaztm96t23t7glmzr2rpejdha5rgfh6l4t,3795.2500329936
mtc1q9w740l3sqth064dg9krtnff4uj3ru255c74v9pa,3790.5322922007
mtc1qyqxste84wnfhjcttdq5d4smrk4d4yyw2s024fel,3698.7566791173
mtc1q98j0rv240ffte9jnvg87j2wuf7c4sztxvh6nmal,3695.3189835236
mtc1qxetdznw5lfshswzpmu8ltunclxljnp3kcpedn9s,3690.2092867646
mtc1qx2shsk2gke80h6uz23jcalw6x4yt96rtyunew9r,3621.9593813683
mtc1qyswhuzgl4t03a8td8z7v8jfs37r9avga5jqxr8d,3609.3713730802
mtc1q86c56ft2kue3m77dwtcwc0wap9m5zgftvwfeqzu,3593.2102467326
mtc1qy9p843lyu26cnfwee8xa8vxyzw46zanfytvmszu,3560.4709789895
mtc1q9pfjh9vnnhpx9h7qc3y7lu97zcpyl6pmgpnjk6z,3560.1429470041
mtc1qyymwlt4lznzn6wk6d3pmkat6r75hnhsus6nknrw,3494.9097377147
mtc1q8xlgwcwtayzzlwuymr9rx6l32keczm835k5ggrz,3446.5520639226
mtc1qyk2lveelayjex928s8pdmcvvrv0udmgdgew7hk7,3439.8719110633
mtc1qxkjpj7yazfdd2vh8w8uhxgkhrl40gs72s8w3hhe,3436.4344849188
mtc1qxfzx848nq2gzfnhd0w5ngeyyrkclc5sdcmjz7q7,3433.7987966789
mtc1qyam7pj9ua3jyhnz90kk2jhajdcafgxn0cer8ake,3431.4571088506
mtc1qxt63f4fdh0syph8edqd4lr57dw0zv688gknheek,3430.2209571834
mtc1qx0qew9kdtwd28f8z7twkcjgpup9s82rtgd2v9ts,3418.0563993748
mtc1q9uey7lv7qszwh8zk7yfvk0ytqrusedxjuxcgj33,3401.2267982241
mtc1q8jm784cl5dr662mv8t4vrgwrv2c62l0uyq45rxh,3393.8366234184
mtc1q8auf42sr3q9e7xg0kezqp4c9sqgnus9rv80m2mw,3392.1307223356
mtc1q9kqk4kfls2lcrzpnfp4m8mxgsw7ejf94gez47qj,3384.9475936845
mtc1qxezeumplzhjk5w5gud0egz09j8x69vctv4wrrja,3308.6271564831
mtc1q8ayy39v265taqa4sdypq84e44g7cfp7vuxfyym8,3300.3250029345
mtc1q983tje543r09d04dgnxr7c4vj8zwy7wks0dxh80,3293.1662564139
mtc1q99qrddv7nkhgw5m2m0f8tvxt2gvyhl5syvd993f,3268.5311993887
mtc1qxf0k2qwv24yjml48dmmqrvc80uh4angqg9c9lp0,3243.9909343727
mtc1qxtx2ua8f5h8du9q7vy5yx5zlrrqctkvescy3gfj,3241.3959429233
mtc1qykmfk24769dqn24rytrclxqavw5hvjx7snc2c8v,3210.1112672221
mtc1q98j5tfpm25qr5s6xw5h86su4kdfeqvzdqqgrrqv,3202.1605007867
mtc1q88tn0xzce80vgfxtq4gu83lx44h2e06suzc6u4a,3195.2609694542
mtc1qyyv8l292a0yfyf635xg4qg3zd7wt0yvpcq8ztlv,3177.6731643587
mtc1qxmw5ugjvw79pzks2t2088x38mzw8q0vscplvx9w,3155.2808614075
mtc1q8ssuz9y5ygtnukg67c52jhk5m87vzh24yqhvd84,3143.195936803
mtc1q93wr564aq8tpk2yp35qqw50ec8kcm4h6udxqw4a,3137.1311562297
mtc1qxur7uk6jgnvyqunk9fmy68xwepq5lfzxyl0x43n,3127.3356072003
mtc1q80j05u5z75zqtqzwfjk4d8g5dcmr30qpqa0vh9h,3104.1586512712
mtc1qxdwxddn7p42xccuxqmfvzvn20w6nzju7vpdfvxy,3080.1231325859
mtc1qyzzlej4qydcfv7uk4kec5f8xqml07yp5sswcp50,3061.2217399868
mtc1q8c77fqdsqj4a94pxz6l9ew6mqss57z4xyxm7ua0,3032.3005279742
mtc1qytu0wq4dhuaurfn4egjd4t3k57xyjpylckkykwy,3027.6462951359
mtc1q99v02pt9erkvzqacwx5j3ttpdkxtks7pu6r96dd,3008.9333278986
mtc1q9gj6a8kyzefxs2sv2qpfhm3jny864sqfs2996qs,2996.1732538031
mtc1q8vh4xg80p7t6qnkey7tta4nswp6gvqawsgfc76v,2975.986317342
mtc1qy9ycp0pcdwm2saevsvcyhpad2le9vj8rset4ksd,2957.2117944201
mtc1qxz99k5tdzfsz4yv2tcfu8m0k22pfv7qvyp7q6x7,2921.3193324943
mtc1qx8u768hqg8hsc6yak6dyw2hnsqv9xr2cstjv0dl,2915.0646789518
mtc1qydx7gashtnjhjqp0fhxay0c5nup075r7s9nqfax,2910.0972020571
mtc1qx5rjpxcgudhr8md0u4mduju7nw94hgw5ugqcxqe,2906.9933728548
mtc1qyw9r87n2rhwmf22cr3tw3hke35t0kc4q5mkhk2n,2872.3893526711
mtc1q9w89603qc6lvg2eclyqem4dwtlv65etas7wrmyy,2870.6838526684
mtc1qxnhnc6e2rut3hxahl708yd20kflu7wx4gyskrh9,2852.4710655432
mtc1q8rt8fus9dlpvvvjw757x3320tjq20ld4sq0tt9f,2851.6028099954
mtc1q8dmc9vn8t7ugyjtt5tndvz5pzz8sdnepyjmk7d4,2844.2915163649
mtc1qxarxek3myahs6jp5w7m8de3q56q0gcjavnt7sz7,2839.7828155782
mtc1q9jv3j3sk2w46ksa3pe9qdp3yzp29ynpwul9f8mx,2824.3562624289
mtc1q9a5wx6dl4gufcw38hqjx7suy2ue64w5gs6xdldj,2821.5645032892
mtc1q86k7ayyddlk4rwmcgxzm2n0nytuasmefcqyntf8,2796.8931185378
mtc1q86ct4g0snm0yt8v8ukf3xjxtynqpwmcay6a57x2,2794.4599686258
mtc1qxa0jl39t53qy8hngg7pur9nfazegg4s654kr3pf,2784.7527757623
mtc1q8pzjm9ptxly8uph6plzw4kdphl6yv2sfgw2w3yt,2772.7964934819
mtc1qxsl8d4uh9xytd4qsxc83tr2gelnhcnkrvxfs6lg,2766.696009509
mtc1q8m4syvl9mfn3a50xtx8yg3477j7tg97asqfmka2,2754.8806401652
mtc1qyaasvpu643nln6chnzuqxhwkp29gv6h5uqj25hv,2752.5525265756
mtc1qyxs2sddh9dn0vmhjaa544tvrratepudhquufj0z,2740.1711430325
mtc1qxm224f7vx45gmarj5nvhtcy9gy6fcy29gevr9tm,2734.6916341332
mtc1q9j2xkezyrdggvurvtnj5735s7h9ectgxqygsst6,2722.6693081556
mtc1q8lt9xclcv5g2dctvr8e8z0vz5czkl4hs52wjx39,2722.6067101041
mtc1q8trkvl35caua353vy34rl7nd66lh5qe6s794cfe,2706.2769696457
mtc1q9d2pyrr6g9qs4hx7ywmdvsd2nnfxley7q6e76v8,2692.3885311079
mtc1q9yyc5dtrw9mus400qrnjrtum9ut6gq5cyzfjcjz,2677.1690310874
mtc1qxhq2ma9lgxp2ypgwzdlwecw297uxgkfnugvkfxs,2673.9444545053
mtc1q8c2p5kvtvfnk6f5fwtykkkfvfas3t305c657snz,2668.1604205346
mtc1qxyl0ppn0g8hjec88mn3v7jq4w7h392tcyn6amxs,2653.0328211272
mtc1q962e2tx6s53xwehnsllsnddxvuzjd67wq3ed0hd,2652.3993452863
mtc1qyajth4v3z2lz3nhrcn0ucnney0x7n8g5sas5q8g,2641.496772629
mtc1qx4ktaf8sxlta8rqj34wyj34dc2mu47keg24v69z,2616.2810251471
mtc1q9lwjethjkj735j8zprwymhf4ylk22c485h0rpv4,2585.720231653
mtc1qyyyelzs3umexvzys75eakh26staqrwuw55uq007,2576.8357208086
mtc1q84k2jseq84u7kpw99xdxftynm2mc7jntywdhr65,2574.0952317041
mtc1qxrnxyz7epapq303uj65rq2pwhs9lkp2d58yta7p,2564.1633611297
mtc1q8t3y7ghwkgl80jeszsf8clrqygx0tar75t7vhuc,2564.1633611297
mtc1q9hectmmzhj3mrkplnxp5ycp3h45vvvz0qpq56tr,2564.1633611297
mtc1qxdap0kt35heeesgf5lysnvra9fm6xj9pcr5rzjg,2564.1633611297
mtc1q8t9lr8ekk6c0nusdr9vzxvkycjrtakaxgnzsfv6,2564.1633611297
mtc1qx3ze7vvuafla7aravej7mexhwu9w7h5ycj2wn9h,2564.1633611297
mtc1qygmtgfxlnjxlc6rdtv53t5w2f40lhpn5gjhv9gv,2564.1633611297
mtc1qytm6lanvj2mduh82xpsltlwt2mvpc6q45yakpru,2564.1633611297
mtc1qy0m4sdu6zky8qc98hzlayzulj855v8cggdyv2am,2564.1633611297
mtc1q9q35uc6ragz3xhjlnerrgrmu63pts0mtvf8zxle,2563.3856601554
mtc1qxdmarleq42qxlq70wzxjyhjw4slsuxstsnsauc4,2553.2326282891
mtc1qxwgvquhn9kldqhvhe2kmq5xdl6gnng4zgp6n375,2552.8980633111
mtc1qxwkurjwj8pferxtam4uejwq66xnj382nvtmhvmz,2535.0380009878
mtc1q97qyhcgutl0xcy8zjn3qrcgxs4qt87gjyymdglq,2501.22020372
mtc1qy2jza65j5pecevtc88cxuu59lvkvra5hvzn2c98,2493.222596971
mtc1qyrt9axz47m2r82r05m4xl8a8dkd9aprwcqcckac,2489.8422708391
mtc1qxm6cw94kjamhqzwtme06csqz2gfvfffk5knlsvl,2479.7123579609
mtc1q9un60dtn0avzsgs66wywwj6j8y4v9q2ecce7h9c,2473.2603365078
mtc1q8779ryvwekjdmwundkntzjp8724gm65ayggrn27,2469.4984204237
mtc1q99sxvpl7wmvqsx8qf7sdzlvg3v8gqje7v4slfut,2468.8659855305
mtc1qyrm3akz0tkvuaudz30vy5dkdx03cspsss77p7q4,2465.492120511
mtc1q9zmya8y82zld8jtnnyejtw0cgx27x967sv2a0n8,2453.9167633814
mtc1qyya36hd9uldl7kxwseax0lzkux6cm99g5xsqnkw,2451.4648473311
mtc1qyavu2860dw2unfxc2ll4h7fn6estr37lvfttwk6,2450.4765463066
mtc1qy0peprej0y7u34606jqzll4uhmsrrayrurzss5j,2442.3551266776
mtc1qx4u6rjtd9nmrxnrl80u39p79xk2tsecmcrl0v2y,2438.9875288603
mtc1q99tpcg54vwqh4m8vvsz9psqwy9j89v2hg532srn,2437.7641708674
mtc1qxsl3hlvaf5nfa4p46xz4t7t3npkltzzmghgw9k8,2421.4319838812
mtc1qy3yha0vueagp3na4xn3sygz7kxj0h5j05280puj,2419.1600355876
mtc1q8ugxns6mjsax8cszhxyqkagmqh3qrtafulpu6g2,2414.6119039379
mtc1q9hhm44qqjv0cz2hazuycpt63qsew07m9g57c9te,2411.11882439
mtc1qxjddah0aqtazt32evlnpkmgtu825eqa7sq3uspm,2408.1952562775
mtc1qyvvmjvd8qlusn5jkq3eqh99yrgyvrjnyuvsaecg,2406.1777619622
mtc1qyrqqd6d97ryheenm5j68j5pyk47qtln7ugmqjg5,2404.229308357
mtc1q8y09h35tvuufcfnvdq8k0947jkwkw4u9gew7k96,2394.0649795853
mtc1qxetcc9n8xh84ppelpdcc5n0ku9azjlc8yfrclac,2378.4494936909
mtc1qyv0fnftgrwhx2r6slfrgde5ekuzh8f78uuerhqn,2366.9188121048
mtc1qxwwhhzfw65yrs4xcu9ml3d22pnng4cadynsee4t,2358.7932157648
mtc1q9vy2qx3g67sgk8rgcynladw8mkj4xm0nguk9xvn,2354.1070490494
mtc1q8uepnyf79wz3jeqqzqzpfh06epsm8ud05lqlfq5,2339.0473820858
mtc1qx4h0vrsc7qs7e0y4p58fn4235999hlp35untpas,2334.2853867651
mtc1qxr2cjxtmucckm5rc2mvgm6mu3czxqekwgw33qq0,2332.104001584
mtc1qx9gwn29u5r2xmp7s5y2et6vxau8g9kg4sqcsp4s,2319.4769699552
mtc1qy96evvs2yxnqh8qrj039mhnmm5c3zrpsy95k3j4,2311.3372295011
mtc1q8un7ds50dz8cnm6569fwfsxmwrq0z8lvqgzmyxj,2309.9963580669
mtc1qys4vqy7w2szc5yu8yvlw2vl358tvk7d3v24qct6,2301.674693555
mtc1q9c4t25d8vlxdxrzr4azm4xystym0afldvrk0ldl,2295.7253485589
mtc1qylatcp6rm0735s7l96yegaxcjcjsvvdeuxje9fd,2286.0128653693
mtc1qy0zdxd84jdes06zrv8a72p0v95umzdrpc83tn6l,2281.1705610154
mtc1q9lw5z5jggyjr6za2xl9qdy4td4unqf9uuhnxull,2264.9602812205
mtc1q9s2hmjz05l67ylhy9c0v25fc27mxevvdyyp4uda,2264.8525427074
mtc1q9ja4tlpvvnjfa6jtcuemahrqxdg8q3wm5uuf23j,2257.0634471644
mtc1qxndeqshzgcwjw6yy7xpj7e489qtaal4hc4ga9cz,2250.9333193683
mtc1q8feggjhgm2euu7arpan8ewez83vfwmnxsgek7ud,2239.2664130186
mtc1q9aga47tc5gjkla0j2p89l8056wvh0w47unhsqkg,2235.5071050329
mtc1qxf7ckkqjsppmrcmvkny33rl758t6tn7gy3qmfxu,2231.9217113401
mtc1q8m5kswyyk84nvweq70n6cd49hhddsp2hc5dntfs,2227.9700588864
mtc1q8m9hy9x3kkurn79p3apk02wt6nj4ys84ye6ke94,2227.9216145728
mtc1qyd3k3jtjs2enh0456xdj9elr45demv6xvxyedac,2216.9719535322
mtc1qxfhhtf9h82ufge2ap9p9qf8yd7hh5e4n5m5z5gf,2216.3780154732
mtc1q8xlveutlqrq757ludz8pqdwdc9gdu425vtlznn3,2200.832703555
mtc1qxark9kv6tkjku4pegf2lqs3lfnen3hcvy3a0448,2198.1786207046
mtc1q9k4lu0gfl56ftrr077n55xvwt4p5ymgrvkv8pyf,2195.6096459405
mtc1qyaw6g5yh04pv56quctrrf0rjaa4h90jhcr8axd6,2195.4064350546
mtc1qx4u0hm0mztxqqu9ndkhdp28eknrws7h6c89kffs,2188.981112379
mtc1q9hg7jqky7yvy5u2qy35582hcn99szupeqndx70g,2172.8846437607
mtc1q98aajejjwn4svjqkvypzdd4nk7vyaq5f5ev69ee,2172.8764465661
mtc1qxse0v04aj5c9yak8fyl2puuga2pqrl8cqdyvl64,2170.2673568884
mtc1q9w43zm9hw5dmuu4pd537aeh40rzlgrj85x7fkg6,2165.3196531449
mtc1q99c5w39ntrxk5fal23lyne75quzljsa0gg6q02h,2164.6254671503
mtc1qxwycaw52v3z6thz0mexhnduxauah0qrxqse0lkg,2152.7333376933
mtc1qy0y4wae8f9zveewyn9waj7x34xhlasc0v9aanh0,2140.842319164
mtc1q9fj0v5nd3yh70zrtvumns4e5aqd8t78jss0f4cu,2138.0243492249
mtc1q9x80nwtcyd3xvd2dyve7adwdnrkvy0gssq60srq,2134.8597995998
mtc1q8ppvv5386k94mfh850ufytdyefp74vlx5es36fn,2127.855094225
mtc1q90hkmantr7n3e3eqgusm0tk0vjdjjlk0qysdd0a,2124.7558471807
mtc1q8nn32p03ruqhde6586j4s0mfmayu3q7avatavly,2123.5136157734
mtc1qxt9ma6jl90yqqj6dmwff90c3z2xc934hv9zdjju,2121.7756827593
mtc1qxwymcve7cqvqz4qmnhs92kgazfzg6rfyvmwqhsz,2119.3027729543
mtc1q92p0ddsw8nhsjypxnqq4ml8mvd6vfu4kq94kcc9,2113.5169665279
mtc1q93sqzpn3hsgxvyq3fhz2re5d8ry6ae0q56vm75s,2110.8066235619
mtc1q9xjgpar7as399amwzr8sduj4zesgagt7yjp4qlw,2103.4957510661
mtc1qx4dp0ht9s9rfxdm00xjwxw3f7pku5nmlg9l3hmw,2089.360508311
mtc1qx4phrl0psg738jcznl83qn7y25490l8qyvtm7sc,2087.8113245282
mtc1qxslkx9rwfhvsast0zuwneel04l4k0warskvjp0w,2087.7651783778
mtc1qy4mptyhsg6fugrmwxhy8nvq8z94qqf4p5aps0fs,2083.1347407983
mtc1qymv7mhzx2032t7t6vfru3vq7rrq6aly9vf6ka4p,2080.9289490371
mtc1q90yfgev2kfs75mpwx988q4ypdvj60z4vq3zl5em,2074.4992073512
mtc1qyd4wzmj0sqpy59w48hy3dgggr58j0y8cg07dfte,2073.8741812284
mtc1qxcjtu5n3n0ndef5ksep382ysnfnxv730sp5urcc,2071.3387498382
mtc1q8dyz8q5edknv7yust475mqn7dvmr2zcjcqj75s3,2070.5996501484
mtc1q99crhyrhhc9cc5qd0udv77gmhkgnej0mv7hm549,2069.9319174492
mtc1q84nqumdglmaxpuz2ew85mz59mmszq25vv9nsfjp,2069.3291310609
mtc1q8dfk5nczyf253yqkzf33rffs6cqpeltgqwyeec2,2067.7337627526
mtc1qy8j9g8hj6fyv9xxcaxmaw9c5xpawsxt5saqjks3,2064.8409751528
mtc1qx0avf3km8dekddtcfqdexghund4ud3t0swrjvw0,2064.2387372621
mtc1q8xmqkcycwx5jg7ehqvsu3cgnq4fcg6tyvamluyf,2063.8916472603
mtc1q8wyt420drjhzuz9uys85hnvd47kg8ppjyvd7zs7,2062.2708086699
mtc1q8w3k6rf5r7p5wmlcw6qlgdg7mg2qxq03vvnaygk,2061.4348147025
mtc1qxnkg6tq79v47x48wssyd60e8astsc4yf5xh9hte,2040.519588878
mtc1q9n3eg3kk4arurede2ledcpalksay5z8sst83dw0,2033.2585439159
mtc1qx4new7tsaa99zp6u9rfq82jf3j35maetuc9plq3,2030.2803740385
mtc1qxa9agax6wt3ncp4u5sxzuhav756dtr6xgztwzz5,2025.222250797
mtc1qxsvh0wt4c0lzh525qpwz8ze6t759nyd9cfyh9zr,2010.8062729897
mtc1qxj09nfvsn2pyretny59tt3ftngs9g2fp5dekpdt,2002.3100296347
mtc1qy2mcu5d4ss8xcpuy58rxendxqpmatu2accvsuvd,1994.8651106612
mtc1qxwl5wkanue7paq4qwkmz6zkwtgup49szcurzp5p,1992.0211931268
mtc1q88nz4spnvzu2apcvyu752kpfegltwjrsgru30zz,1989.3125388098
mtc1qx76z045cqnw0sjzdxph7l5mvtq4lprq55jq9mvm,1987.187186779
mtc1qy4ue72jmj3dylutfmtez5aledmlw76nksqaxnwt,1982.4917623561
mtc1qx94rt44rylccxarfcr7953t9sx4q3aemyt55fk3,1975.8904413904
mtc1q87zjrpl98zfze7mwa9c8x5zxwur3999ccqr4ypy,1972.007345478
mtc1qyspgrh8wgjkn3k64zp5a94yqlh7ccfvtc7j74lm,1970.406689765
mtc1qyklu78e3el338httauy7a73hw052jll8qd4dgd9,1969.6855089049
mtc1qyl56zgq2a3kgn8l60cfe2twad4dn2chcc77m8sk,1957.7738705304
mtc1q9s6uds8ukd67rpp5gwgfayspd960frgucmc30k8,1947.2899248851
mtc1qx3fmqslmawag3pzyxk6wmu5zu2f8g77wystu7mv,1941.9263854955
mtc1q9wjjel3qtrwy9c57ee2e5wsnyk4jz49py2fzejx,1930.390513781
mtc1qxwj2cz450n49p40pxzlyverw5ed8yerkc5dgzer,1921.2315579578
mtc1qxjnvlex4yf0hnwptmvftk2najjekpfp2yffp77g,1909.37634652
mtc1qypcr2qzgu6pw6rqm5yjm3evv9x88654mgmywlnp,1904.6032861832
mtc1qxwdanmur55pppkcscjam2fsl3ww97ejucpfa57r,1902.223040879
mtc1q9mupqs29cqsm067auarzeqhzdxxxwjttqn2yymk,1901.1122005182
mtc1q928fa2a7ynda3yw565me3mw5wadv0m6ts8kf9q9,1899.708794898
mtc1qyzwe55zef6rakl5zup50tnnrdln5hakhuxtee46,1897.3372040529
mtc1qy76azyn7fl7y864qz76q89axtjeflvpyvhfn8gp,1897.255224807
mtc1q8u3se50cnfqpa3s224545cz5t9yqknstgnq0frc,1895.4454291364
mtc1qxwvtldnvc6vyu6rw42f7qswu8q2v2gtqygf0rf0,1894.6546626686
mtc1qxduerfg9ccghtjsd4cec3ee3u0dtyypf5elezy7,1889.1484895149
mtc1qyny6gdznef7ghky7tcestznshrvet5husth35ff,1883.46213397
mtc1qxfsc5amk6xxl3zqk5l7aa96vz778j6uggg3v2ug,1878.1352291072
mtc1qy598m3ueqgwfh4m3648xwz9fwwwjgrkcv5geak4,1875.9537858298
mtc1q9qzqklxx8x5cex3faynrk7uyqqxfzgseydneflr,1868.9060253782
mtc1qxh7c08jnrtjty8efx674z7s34ccxq398u5mnpd4,1861.9003618324
mtc1q8n8xek6g8chzh2t4md9yv8mhvuhdyl89523anfj,1859.38662606
mtc1q9cq3r6y8q4sywsldl06amcfw6kadwnh9y97z6s7,1854.6515938919
mtc1q9927a4lus3ujyxjwwvvvtrnwcdh722zcvyxwt3j,1837.2194653731
mtc1q8gr29qyupca3hujeuvf58kmpf83uf6ndczt84p7,1821.1972063418
mtc1qxfzqd8azpv4v0kgyghp26rl6cgw8sy225qlss03,1819.1687543447
mtc1qxlntsjrfea2n9paff42h0aq3w87l9cuhg5y85fa,1805.3082197302
mtc1qxls6vz6hskwy4hg76z3n6vfvewd39tyk54n9ghq,1798.6178770667
mtc1qxf0tv9dyf2xd2glul0wqpkjh64hlu0uzglky50n,1798.3196015792
mtc1q80d2rrr9xrpx60t0fgzmakstf4g47p40g75p3pn,1791.2817880292
mtc1q869l5vsxlatrjkdd2c4aeek7d5mjgw72ce9g7kt,1789.9199270552
mtc1qyhqq3mmzgvf3dxw0mp87c86xu50cndj85g508hu,1781.1670323396
mtc1q99rwumy7uyhw37yadvcysxxy33muzv69sx7avn8,1771.7887192969
mtc1q9mxndd8mfalnfkx0tkue0ys2pgspgme9grwt0pf,1768.4167809642
mtc1q89rrtx0j4ufzzwweuaftkxhvf7snuwt4ckws8nl,1767.7068490924
mtc1qygn4hjysehtnzn2yzl6k6t5mnf6mdk9zgzc0krg,1761.6319401926
mtc1qyas8ndqlt6xfvpujx9vapf4k04u5eyskvruxwj0,1761.600430096
mtc1q9u0tr6evfkhrv2z4kqcfjjhmdw5l5sanvqkfudh,1758.5215632882
mtc1qx3ytktftctr5p9k24h98kgs20p5th55lgm9hnyk,1752.5355672519
mtc1q9n4cf6kpmyjaa6gv4wlnact65a4supv8gm4jsp4,1740.5965166218
mtc1qx3d2e4qrpacxx265ke53a4u7z6g9awj5s32vjjk,1733.323802716
mtc1q8vmt7es4232v8mu9qfysp7lxekzuj3dlyufhuh7,1730.0524186837
mtc1q870eyql62mlw7w98vv4elftnk6l45rrvgt40j00,1729.0399368688
mtc1q99tumf362jmpr7kvzuhs00qxjj0gecq05vkrg5d,1727.7888411122
mtc1q9r2ztk4d8xmu2vzte2ssnppay474tfuac90rel6,1722.8211358287
mtc1qx3hgsktjn280q05zltxdejkxq8f5m4wycn7jwve,1709.4422407531
mtc1qys24c6apw5a4g09m0gr9htkk7haf0h86s04x9ax,1696.6674104127
mtc1qxkns9cp6q0s6xp7ptynp2tsn33la8y48qrqzg4y,1695.9747509004
mtc1qyle2vygnr79pufd3a3fajd3x4tjz38phspt9nh4,1693.8191773849
mtc1qxxcuk3ldtteds0j4thkke0nm7m7pnrsdga6r2lf,1687.6422751029
mtc1qxal4ncjz850r09ld5sneaxd3npfk6vytuhykk05,1685.7111634145
mtc1qx6za459mpaj6qquffsuaf8vqzsved350qh5s8e6,1681.3084598023
mtc1qx6kakcs0pa7ddq0542pvkexlpaj5hkxtvhu0ku9,1681.2294539984
mtc1qyyv3jyyxfnj6e3kd557tyw605h55y7g8cdd4lq2,1674.9875577883
mtc1qyzqwn26vkqvsxxtps7stl3x5zu6swmd3yjz8z8f,1672.9236885771
mtc1qynzp537al2029yy2pr64d3fhemjgcpzavmpfsrr,1669.3324496139
mtc1q9dn0z0dxk0q6m4ng3uxrgzwszrd7l9dzqjd0l7s,1666.7071901438
mtc1qxs0da3kl89q8ru32sxj670vr6z7ze5m6umq7lz2,1664.5088014272
mtc1q8zv4ww3s6vmdsg4zclke3vy54n8359ksv5qyv7u,1661.0250893823
mtc1qxkaklml3psszghy3a3hnrjtt2pq2jftpcr4z0ne,1657.0457202142
mtc1q924yk7prgydjre2lvndaw59vj85wcm7vv93p0h4,1649.5984467211
mtc1qx7jz5uawpkjpsj6n2a8xm9tqaypdk5adqtrcgqx,1646.6566729948
mtc1q9g7ygy844u7tp0jmq2vjqdu9twyk4nxtstgqg8v,1646.4709114063
mtc1q8h7t4up37a2rtaqmqxmjr4t34gvmmth9qx7qn4a,1637.4302061403
mtc1q9scqxfd9r0uxg8k8jwmen04yrs4vxuu3u2p3flh,1631.3769997151
mtc1q938ldaxdll9svcvvdklpx6jcq6lsqq5j5s7l73p,1627.6582035076
mtc1q93ux20smrm8gw68l9z6u9cr505xv48cwyvjsht6,1625.107060794
mtc1q8ewfs6csy8sez9kzekyt5cuky0ukfpe2cf6xf8c,1623.8413676909
mtc1qyy0fpc04mk78qxkgxkvumqag9vljynjgg4qurad,1607.2585110588
mtc1qx0thc3hexjemxgzq0xvs5v4lus3apnnjcj6tq4j,1606.8217215756
mtc1qyqnkc7chw0ldc62mnmxzlze66huuz5yh52kzyzw,1599.5244035507
mtc1qxvzezygfq5gfflk88vsehcrs7ek4l3j2shs992y,1599.2781420446
mtc1qxgyv9cc9zhgy00dsy4t8f6cmvsx5wkxkqpu0at7,1594.8263556349
mtc1q93r2vl3d3s5ghgysnc4wu82fugj5madkyvrw9aa,1592.6171848643
mtc1q95m8jjs0zpklerygrg9nzct3mtmvdv0msnc676z,1587.6716555565
mtc1qxrwf0jk0xen59kndyuxjncthhxk4kn4cg0lnnjk,1569.1177023914
mtc1qy7kpuwrfnve8uyleapuhgh6hkxagdhrv59w9f4j,1566.9589413927
mtc1qx858yql30f9xdgudj6myv66trt4syldjuvjjdpe,1565.9995277741
mtc1qx8mfmh2zyqgm9ulw20n33xh4rku4kntegykxvqz,1549.3840633366
mtc1qyp2d9fvelse6wm30jdpl9axsplnnytxwgmfznnt,1544.7397949653
mtc1q8g68v37k73q06jvtnmnvf379gw3lfgnty05qsjr,1532.5685182205
mtc1q93kh698rc6k7f85n25xmrxyu9j3j5spes7j359g,1524.5948418153
mtc1q93vagqf2x38lrrt7nynx8wkraaxqfsrzv8t50um,1524.4679051699
