DAY,address,amount
2024-06-20,mtc1qy5gcwmst5dgy42lv8s0es2akwx2pzyzuglfnny8,286.67141019
2024-06-20,mtc1q8d09lj8gpux8t5c47f2xtjhw9zudekwp5s49l5a,29783.00689051
2024-06-20,mtc1qx65660f6qxdah0sjdjtcqm22zrdyfqdd5eftnpf,169.85324373
2024-06-20,mtc1q9qatt52yv9x09kulr2ut5rherj34h2kh5xrdcnj,6017.56752115
2024-06-20,mtc1qy9wnfn6xkrql7w7ve0spky5x0zd4wqjvcnsp4l0,780.29044552
2024-06-20,mtc1q8kfprgyndskesxn5hxd2l0jrtp3jzydeu20598a,4398.42453842
2024-06-20,mtc1q97mu6hwsx3mxz4lmzd843pwq3nh2djx5qz2dv8x,627.50599610
2024-06-20,mtc1qy2cwvaehlqmvzucds4fpjxzrc7fyu4u9qzgy3e6,1097.48124162
2024-06-20,mtc1qx4pq8ep7kwkdahxs9cxn8v9x54exycq6vzwxjw8,1294.96421874
2024-06-20,mtc1q82sgm405dhzpua4pq027jfudphdfyejpvllzmh6,1322.60836493
2024-06-20,mtc1q9hnz5mk6wve7vdcx3g9u6naqeqz93xs9g7jnzdu,2181.59302618
2024-06-20,mtc1q84tm595rh8xeydk6afu40f8qx7r3lsn7vcu9vv5,152867.77956875
2024-06-20,mtc1q9lp3u79aag7udnmk2ttl8mez8dvumw0lg828q9k,999.71221644
2024-06-20,mtc1qxs0sx3rlhjmez6vp3vqq8t3zxjewfq53qt0ncrj,1269.80717084
2024-06-20,mtc1q9r2zpqd7je5djzufkm0v43fxwhddx6c45dsy5yq,1283.09712347
2024-06-20,mtc1qylt8jljh7awdym7lhujyv96cp63lxvuqqnh27uk,2117.61032834
2024-06-20,mtc1q9ykh0wj8y8pvun7alrcrqwqfpr23tck0q9vm2fj,4134.92445581
2024-06-20,mtc1q9upx6s5drq3zjqd09ej7f63d9e0g2tgeys8czhh,466.57684969
2024-06-20,mtc1q9wc6y77hj0ac5dksupz4xg3e3lrjgx5ng2wpzp2,3198.34998892
2024-06-20,mtc1q9927a4lus3ujyxjwwvvvtrnwcdh722zcvyxwt3j,9651.63258622
2024-06-20,mtc1q90uphevuxysrj395n0k5aamtax9l990cc2gcmvk,488350.49584562
2024-06-20,mtc1qyq3x7uzwcg0x54sceznsw3jxz04dxta7cqcmj4x,31331.66982458
2024-06-20,mtc1q845gw4zkuxuftkgeru7lwv65m49fqu24yg4jswe,104788.49656202
2024-06-20,mtc1qxmwe4mf77kh99qpllgxjf7vmy09n4svfy7phlf7,231.19375360
2024-06-20,mtc1qyg0hg5vycj8k3tnxqfp7nqw2hkt34f6pulg3u5n,260.32271472
2024-06-20,mtc1q99qu5t49jjz4heh072vdljztg0v0c0sfvhkrsux,1248.67480246
2024-06-20,mtc1q8hv6lfxz3j3k4yed3sz6rly59tx6f97gsexjaxt,3447.85642099
2024-06-20,mtc1qyz4lzm79uzkg84vj6l9tx85xx3n5ulaxsrk2l3e,27450.40991317
2024-06-20,mtc1qywtlgg7a6jdewpfky5e0t32m2x99ufszy9v3l8u,135.74141966
2024-06-20,mtc1q9j2udhnn756tk07e6erazjvhy3cewvzdq6v26am,146.56301740
2024-06-20,mtc1q90dvseemzvswuny6zucav5eezt8rshr9ufl26wf,300.62318394
2024-06-20,mtc1qysjs8qmlmspmdm2alyclsmkamgkynxfgyamkpah,718.26234298
2024-06-20,mtc1qxzx7xmpja48d967l3g700rpfhk5wp8j0cnwwv9g,1324.31311289
2024-06-20,mtc1qy3rx6pzazvasxj923l72z3afyne4nhcj5hkxz0s,3199.52099577
2024-06-20,mtc1qxjh83n7n3j6znhu8g5407p9r2qakagxyqlz5elp,42104.45045241
2024-06-20,mtc1q8w2vqwkqpmnyev6a2ve42q2vt76t9gx4g6t6w3g,210436.25529279
2024-06-20,mtc1q8jnn30se6afy74clr647f627uuuunh0xuhqsvl6,245965.12349522
2024-06-20,mtc1qyst9ff8ydqze9e5fassujader9cgkk0au095y2l,723454.41645116
2024-06-20,mtc1q9lqm840axct232j4uutjpphm3dm58kntyatpcqc,682.60569288
2024-06-20,mtc1q90nmevyrujs85q2zgppn3n5vynsfw7mjgm46kvn,2385.29204172
2024-06-20,mtc1qyl33wj9tc2uspejtkysh7uq9fp3we033gp97um9,4605.45996735
2024-06-20,mtc1qysglfsjxlmtgzw4emxza5ta732eahx7qsp7hm2x,4814.39812785
2024-06-20,mtc1qyqye7w0zpaxntwvh0vp5l3xq8v5q67q0vg3we52,5147.27490472
2024-06-20,mtc1qyd9lmxn7nthvy4s8rxy0hl2jldrta43msatrqh4,228.95854342
2024-06-20,mtc1q8m5kswyyk84nvweq70n6cd49hhddsp2hc5dntfs,11397.25071447
2024-06-20,mtc1q9vdug0x9lc0amss5emwe42vs90wjv03wva56rsp,47947.42645722
2024-06-20,mtc1q9ytv3lpfskvm2642pyvwl3qem27arvl5s43sh06,304.34508387
2024-06-20,mtc1q8q64up8mfl674k9vzv0ycz2pq4rxsjkdujgnpsv,1882.73047991
2024-06-20,mtc1qye9k83qkhs3qdg9mx9dnr68upxhcw64pg5wl2mx,3405.14222293
2024-06-20,mtc1qx2yww4zqad4u6jpxwm3qvespmh4ljujcqag6kfq,950.22766252
2024-06-20,mtc1qxu0jyfz2p3rrer4wx8y28dqzlrgw8m2aq7qwgpv,1041.99911242
2024-06-20,mtc1qx4new7tsaa99zp6u9rfq82jf3j35maetuc9plq3,10418.69001303
2024-06-20,mtc1qxwa0gzlf89qm8k7ygzwmx0qhuvshm920vv5y29k,735.11400521
2024-06-20,mtc1qxag0c9lzyn5vz6nu6e42xsme4qqc9ps2y9wnwxv,4198.24117232
2024-06-20,mtc1qx4u6rjtd9nmrxnrl80u39p79xk2tsecmcrl0v2y,14517.50776381
2024-06-20,mtc1q8jm784cl5dr662mv8t4vrgwrv2c62l0uyq45rxh,16412.26908733
2024-06-20,mtc1qyqxste84wnfhjcttdq5d4smrk4d4yyw2s024fel,19016.28715442
2024-06-20,mtc1q9232clpw7c580w2rj0zhd5ym7v9wt7zrunzx2sn,154.10387657
2024-06-20,mtc1q9x2m06zv7dpc0rf2e76ta6yqk7m44zajs8ekq6j,205.83192146
2024-06-20,mtc1q809ep6hws22h6vcq43ft7wd9qpjr946hvf3xjnw,2033.60356487
2024-06-20,mtc1q8p0mrtfjekqktw8clkgedgtdvf289s05yeuxcry,4233.56664531
2024-06-20,mtc1qx6mqr5v3wu09mzazxndlkcanaamxleues3fgx65,4980.24540305
2024-06-20,mtc1q9cxwymh2pw4sglknz5l8yt68mamle9hvykryv4n,1352.04036509
2024-06-20,mtc1qyzwe55zef6rakl5zup50tnnrdln5hakhuxtee46,9754.71279437
2024-06-20,mtc1qx6q9gzqchc67ps8l4gezddzq648hqpewqyqer58,397789.58756210
2024-06-20,mtc1q965p5zw0lq2jjz8latjhqsdtln5ujdsgcgfrxz0,8152.85205028
2024-06-20,mtc1qynh5cf022ne2nx3x9yjaqm40ndfh9t29gqgmvld,333.21943441
2024-06-20,mtc1q8tc028r29fjas7cgw322a9mawc72eus5sgm7l60,531.20958137
2024-06-20,mtc1q9ca5l8s94kerc9en5wgkdx6aycar90hzcwdxckl,768.66924364
2024-06-20,mtc1qxg2upjd2jh3ftx770yqaku5un2yh69umqz3tpky,1370.89650614
2024-06-20,mtc1qy6yqyl8u6zspuwcm6h3ltlrejv6kkn8p5cclr6w,6427.05990108
2024-06-20,mtc1qx9qra858wqy9deztrfz7x5s3qm4am8xpqa0prr5,4368.82090735
