DAY,address,amount
2024-06-19,mtc1qyl2l3dkjjdrpe96lpf6vj2gy63ulv7sac367dnw,148.90910134
2024-06-19,mtc1q8qgntds3gv7ydjxj07t2nqz8wqp4yzlzcsra78n,2068.93850919
2024-06-19,mtc1q905gyj0hwfxlkqvcnlug6kmg0qd99devgrehc4n,4803.57861772
2024-06-19,mtc1qyxqva7u4crds8uc5h2ed25nx60c7tzqs5jcfx04,44731.23334229
2024-06-19,mtc1q8cr8awtxzncvn6fcxpljy2vhumsvjmuqqmm0hs4,6615.59756235
2024-06-19,mtc1qx50nwsrpjs2jd43nahmuxuklkxxsz9xpy5q2u6e,205.44007186
2024-06-19,mtc1q9vmhlhefwuqslef5yw5kxctexyma2hrcs2p8lz9,335.55126421
2024-06-19,mtc1qy6sm7suu4kzv7j2ywpmcdu3v8mgx6tx8sqwl2wl,380.00000000
2024-06-19,mtc1qyysuz0aea00s9qgqzqqgrnesph7t9yhmg20e2hj,1961.36901633
2024-06-19,mtc1q8dnla06p3t9c029gnlss35y9ylxryhssuwy3wyg,5360.14168399
2024-06-19,mtc1qx4x5tsyj7tdn9j7p99gm4p2d5c77mye0u9kt7wt,2296.65467696
2024-06-19,mtc1q8n094u3ht2zmzq8yhyz0px0ksxd7qr24qcw2zjj,40140.50318457
2024-06-19,mtc1q9wy0tqlda69zvq5hum9gnp05xdrkd3wwq3zlvhz,300.64685790
2024-06-19,mtc1q80pams4kv4s75zu3kgz5069vxn6t90h5cgjhq2c,519.19948019
2024-06-19,mtc1q8fju5l74k40ccg9zwltd6t7zvp3pz78mvvdxrp8,193.82195423
2024-06-19,mtc1qy975f3xxz54n0tg785v6jes3z8r3p4l5sh3p433,64101.46680878
2024-06-19,mtc1q9w7a5qzfwul07reephsce4ev885r334fs8jlcwv,6623.02777639
2024-06-19,mtc1qyzqwn26vkqvsxxtps7stl3x5zu6swmd3yjz8z8f,8574.62377565
2024-06-19,mtc1q9mnzscg9tmanyner9lqy8mflr4e7spxlvumzfp4,483.53055414
2024-06-19,mtc1q87t9sklv9axvpxe5h9stv22v925pa0raslrn4xc,637.01751997
2024-06-19,mtc1q92scwn9hqgju73hj9xeklr5v9x2kayg3c70nlvm,2466.06443458
2024-06-19,mtc1q8wskcwycsdhlpha98kyexf6xnpxkmsg6saf8xhr,4036.17107911
2024-06-19,mtc1qy04gtv6s5gxm3m9gzl2uxc2ktua9u7cg5nse8g0,10030.94458434
2024-06-19,mtc1qyhazfdd7sw8qvmxgl5y6gpf8xysra4xjv9qclsz,108.34724896
2024-06-19,mtc1qyv47nfzfnqd5lj9nzfgukd86fsjg3nl2upj6y7l,3471.37039030
2024-06-19,mtc1q89rrtx0j4ufzzwweuaftkxhvf7snuwt4ckws8nl,9053.67284427
2024-06-19,mtc1qx248mwkvw4wy2c6ca2pjepawcwe2tx69yrs4fuv,24149.10605415
2024-06-19,mtc1qycmq8ht4aav4vcn3wma5t84na42vhjw5sk3t2um,1354.22541334
2024-06-19,mtc1q8x4tngd24yu0n25gfudhafkskn68vaazgxrr8nc,2744.02802193
2024-06-19,mtc1q8uepnyf79wz3jeqqzqzpfh06epsm8ud05lqlfq5,11987.57740856
2024-06-19,mtc1qyvezald95x5sqj38jmx0p8c6fngwxtmmydvc383,126348.70352185
2024-06-19,mtc1q9kv8xq5tzjwtr35hf6jfv5qrnkxr9hh9cr0q87s,832.66834103
2024-06-19,mtc1q8vraemmaldxs8jyhz5d2dff3t49k8993s7kltmm,3933.38535881
2024-06-19,mtc1qxhs5hsq42zv30dnr6y0zs9s0ltr6qpnng5jpesz,3994.65335256
2024-06-19,mtc1qx7t0jtpy9pkpknxvlt0n55echwg5ym9g55xk63r,4362.03403999
2024-06-19,mtc1q9dpuxfepag3k3uhjnq5c09yx0j29sjehg6zwfxk,6808.05397676
2024-06-19,mtc1qxzkpnnyqckfmqg80dzazufk5v4r3j7nk5lxu7el,518.67840707
2024-06-19,mtc1qxpupjqg2gjdt2r04jp4v29t8kxp42tp2ym76x2w,10924.00298590
2024-06-19,mtc1q9232clpw7c580w2rj0zhd5ym7v9wt7zrunzx2sn,153.81938377
2024-06-19,mtc1qygvtt4kgvh0zmxd645wdeuv08jgszxvgvecjl5l,776.39240332
