DAY,address,amount
2024-06-12,mtc1q825g58xrpdy4alp22kaay4y7k99wetw6qzfn27y,148.58246062
2024-06-12,mtc1qy4ue72jmj3dylutfmtez5aledmlw76nksqaxnwt,20363.37748804
2024-06-12,mtc1q9fkplrc2qn9ws2z840j9480cve5gqkmhvka36kf,1265.97570098
2024-06-12,mtc1qxjshmkgzqj8skwhmg58sxvjx3ysxm5yac9gsama,5661.74949672
2024-06-12,mtc1q8gthp4c6j2qlqn8l6jhwk0yymvmaqcv85r7ffrq,4223.29766590
2024-06-12,mtc1q8jtvc2fc7mkalcs0s7awhc866p4enpmss7fkdd9,2100.50555275
2024-06-12,mtc1q8t0zcd8hgg6nwcxt59mwl39k98mknt9n5pvspdr,1328.28116789
2024-06-12,mtc1q9gm9jhg3qulscx0d67cuhgmpkx8x4rqvyukfe28,6590.20293056
2024-06-12,mtc1qxg9muv3dnjzuekfynkurp9y6yptauzrtu90u0u2,65451.50893508
2024-06-12,mtc1qxt0n2t8d0jdzqcgatjcf4zf543gzva5ju22alrm,118275.04641229
2024-06-12,mtc1q9nrkrpqsw5wvpdev8ht6tzsxt3hxsh08gwtu9gl,514.64532533
2024-06-12,mtc1qxcpwt80z83kj2577uj0alnn9xjvskn30sq6jg4u,6651.89978813
2024-06-12,mtc1q8ww3en8zsduth0gg4gvkyfp70g063uafqjxf75w,101.42722298
2024-06-12,mtc1qx790hwl4emtzzlzxz4jyha9veadp22nyu2s9j5r,347.54206524
2024-06-12,mtc1qya6s8smsj35lcs96vv9uf4hypts27flpyezf2wr,118.94946181
2024-06-12,mtc1q8duleefagrnafdzs845kn64tzjqawyhyc7qel29,5726.29441995
2024-06-12,mtc1qyhqq3mmzgvf3dxw0mp87c86xu50cndj85g508hu,9042.73514188
2024-06-12,mtc1qxrg253zx9mh34a6j4rtw8fgn45xsz2squ2jkh0p,108.00306059
2024-06-12,mtc1qxu8lhyrme5u6hgm8sn8ajgllm9s4rw4kcy6ymmm,1663.15774634
2024-06-12,mtc1qyakd9dnxjx8hgu6fxs8rj07sz8kgp84kgcxmn56,2142.32628521
2024-06-12,mtc1q9ykh0wj8y8pvun7alrcrqwqfpr23tck0q9vm2fj,4042.26417911
2024-06-12,mtc1qygn4hjysehtnzn2yzl6k6t5mnf6mdk9zgzc0krg,8884.32400184
2024-06-12,mtc1qympcjg3exz37czjndq5f7py0v2usfmp4ql7yhty,455655.47720725
2024-06-12,mtc1q85vuvn5qarxa0v85myxqyfu3lffwq9s05nf99en,1361.30365591
2024-06-12,mtc1q99sf3vhugeyuaz0d876jfk5ajydt2tmuyrj9nrf,1052.81919193
2024-06-12,mtc1qxt9ma6jl90yqqj6dmwff90c3z2xc934hv9zdjju,10672.41319744
2024-06-12,mtc1q97tpxl5u870k2cz4c06hhnk5kzf8rpnrcntt5u7,458.08039483
2024-06-12,mtc1q9rmj3sg6a6l865v7a3we0zmjs5jh9vpqgzhzutu,1635.08331265
2024-06-12,mtc1qy0w3ljtugpxhhk035ley69wraad3fdgfqj4662q,2957.11402283
2024-06-12,mtc1q8ywve5ja8ddm8un543q4snmczppggke0sdpc3n5,1338.40669696
2024-06-12,mtc1qxey9l2utys0dh6hepz4cqvfx8gpeqrgzsuskm8p,12349.96108700
2024-06-12,mtc1qxs0sx3rlhjmez6vp3vqq8t3zxjewfq53qt0ncrj,1244.08862355
2024-06-12,mtc1q8tkptqjd2khemnk5vs4gmvc2u4nn6jz0cvatrfc,1246.46119112
2024-06-12,mtc1q9ndpv40g7vxclufyypeuvwejd4kt8r8n50s2a6n,3335.48698987
2024-06-12,mtc1qx2r2smwtvc2al6p7sg3eehjkpgemn2drvq37ljd,6664.92295679
2024-06-12,mtc1qxlxg0dfa2a5rnp77rcdamfskmhzz3xtl5hq2sln,2571.75021418
2024-06-12,mtc1q9pfjh9vnnhpx9h7qc3y7lu97zcpyl6pmgpnjk6z,17891.58645278
2024-06-12,mtc1qywrkczn0uec8t66j88qnqhdaj5z3pxp4guhahdr,553.81547057
2024-06-12,mtc1qyufnq7f33a689f8pu0y825rhq8vqs5gvswkqxuf,1161.65687698
2024-06-12,mtc1q943rv0s03zzmgttgqyqrkkr2rfa6puul59rruz4,3329.94888796
2024-06-12,mtc1qxppvnnvgyn2t69pym4z62tpgpfkyypzpcrnmqx5,159.82706061
2024-06-12,mtc1qy6654qrwxuk02rut0jx0laexq9wc4dtvvnxqf6j,2799.24619144
2024-06-12,mtc1qyk6g2xzpknuk6earw9nht22f0el8vug95sl24w2,1720.11393364
2024-06-12,mtc1qyqe60fxzehvp0622jdv6ymhjjapesd8yq6gcep8,772.90411580
2024-06-12,mtc1qy8xy7f4x9q084rpygfldwfax0l62ex78s7pxsds,836.56206439
2024-06-12,mtc1q92a6jwtcamhw80zk6uz8mrrjfa5zjgxggyex6dv,1307.58009588
2024-06-12,mtc1q9p40f78asntrglj8myq3m864c52vnfmash3579f,204.66137821
2024-06-12,mtc1qyylxqrpdx5ek8r4xh2yxq453pw2cut38ygrsaw2,494.94960388
2024-06-12,mtc1qyzpgs5t2zfsg2z4gl9vhxfcqxc9ds6zdgxycu2v,19232.71886442
2024-06-12,mtc1q8dkan72v6q3juzpphylwqqmfkzccyazgysawra9,1528.93526051
2024-06-12,mtc1qy8vqgetn0vd4ytwdrkznmvmzx5sndz7quq30ra0,44477.17677627
2024-06-12,mtc1q9tn096p5zkmjhznplxzh0xexe2a75t5cyv4g4sh,2945.80520713
2024-06-12,mtc1qywyu3ms8efe73k3fns7jp5yqx4qr684u5s8smfs,225.58730936
2024-06-12,mtc1q8jnn30se6afy74clr647f627uuuunh0xuhqsvl6,241137.53279301
2024-06-12,mtc1q9n4ty00ea0euehftl2jpc7ye50teudr6sk7637x,5948.92927093
2024-06-12,mtc1q9ufcuaw845zj4puyu7sge8gxdsmrkecygcuw674,178.84990796
2024-06-12,mtc1q9tjxytcm7e9z89cfsg0se4gu8gw9xhqjsgwfdts,2072.49154935
2024-06-12,mtc1q8jsk6jp54x9k5n02cepq3tkxczcvm8m9ufxl340,4811.02871300
2024-06-12,mtc1qy80jmrkmn9ha4m9p390kpk5wgzftx5jhcpp3x5r,720.59405103
2024-06-12,mtc1qy9xj4n2tjfu6s4wty8rghgg3gru8zpfdy5uaynv,47745.61291584
2024-06-12,mtc1qxmycmaaj45z43zj4ukawef6dlud9jc2pqavk0gw,6421.20851434
2024-06-12,mtc1qxdd53y6vvetgu6fe2za3ytkcyg5cm0trgl46lqd,4177.60848082
2024-06-12,mtc1qxptcnmxh8h8gls0g9nxe3kfy6f55pde95ksgd8w,540.48841709
2024-06-12,mtc1q9j3fd465unnrk53wvwrandgcjeqdfvr5s83vxhf,627.24566403
2024-06-12,mtc1qyelxqrqxty60s98uhpq9kr4fdq9wtuecuh20elw,102.94866902
